title,price,meterage,district,link,floor,build_year,rooms
فوری تاپ لوکیشن سپند ۱۹۰ متر فول مشاعات ۳ پارکینگ,130000000000,190.0,آجودانیه,https://divar.ir/v/%D9%81%D9%88%D8%B1%DB%8C-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%D8%B3%D9%BE%D9%86%D8%AF-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DB%B3-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/gaXNSupX?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaXNSupX_N,,,
194متر تکواحدی شمال اجودانیه,80000000000,194.0,آجودانیه,https://divar.ir/v/194%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaWpSDAp?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaWpSDAp_N,,,
آجودانیه/۲۲۰ متر/ ۳ خواب/طبقه آخر,137000000000,220.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B2%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B7%D8%A8%D9%82%D9%87-%D8%A2%D8%AE%D8%B1/gahp_lf8?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gahp_lf8_N,,,
آجودانیه ۶۳ متر ۱ خواب ۴۲ متر قدرالسهم,25500000000,63.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B6%DB%B3-%D9%85%D8%AA%D8%B1-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8-%DB%B4%DB%B2-%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85/gaVt-ThI?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaVt-ThI_N,,,
آجودانیه ۱۸۷ متر ۳ خواب,110000000000,187.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B8%DB%B7-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8/gaU14lFV?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaU14lFV_N,,,
۸۵ متر ۲ خواب با ویو بدون مشرف «آجودانیه»,45500000000,85.0,آجودانیه,https://divar.ir/v/%DB%B8%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7-%D9%88%DB%8C%D9%88-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%B1%D9%81-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaUBaD61?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaUBaD61_N,,,
آجودانیه ۱۵۵ متر /نوساز تکواحد/ استخر/ ۳ پارکینگ,74000000000,155.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%B1-%DB%B3-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/gaVxNtXv?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaVxNtXv_N,,,
آجودانیه کوهپایه ۱۰۳ متر سازه ای مدرن/ویو ابوی,55000000000,103.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DA%A9%D9%88%D9%87%D9%BE%D8%A7%DB%8C%D9%87-%DB%B1%DB%B0%DB%B3-%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D8%B2%D9%87-%D8%A7%DB%8C-%D9%85%D8%AF%D8%B1%D9%86-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D9%88%DB%8C/gaVRRtZZ?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaVRRtZZ_N,,,
۲۵۰ متر ۳ خواب مستر/نوساز/سوپر لوکس در آجودانیه,200000000000,250.0,آجودانیه,https://divar.ir/v/%DB%B2%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%B3%D9%88%D9%BE%D8%B1-%D9%84%D9%88%DA%A9%D8%B3-%D8%AF%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaUx8tJW?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaUx8tJW_N,,,
120متر 2خواب آجودانیه/ ویو ابدی / واحد جزیره,69700000000,120.0,آجودانیه,https://divar.ir/v/120%D9%85%D8%AA%D8%B1-2%D8%AE%D9%88%D8%A7%D8%A8-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D8%AF%DB%8C-%D9%88%D8%A7%D8%AD%D8%AF-%D8%AC%D8%B2%DB%8C%D8%B1%D9%87/gaUZK8DN?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaUZK8DN_N,,,
150متر 3خواب مستر آجودانیه/ 2پارکینگ /نوساز فول,127000000000,150.0,آجودانیه,https://divar.ir/v/150%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B3%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%81%D9%88%D9%84/gaTZkprl?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaTZkprl_N,,,
آجودانیه/۱۲۰ متر/ ۲ خواب/ساختمان مدرن نوساز,69000000000,120.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D8%A7%D8%AE%D8%AA%D9%85%D8%A7%D9%86-%D9%85%D8%AF%D8%B1%D9%86-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gahpvln-?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gahpvln-_N,,,
آجودانیه۱۸۰متر بی نظیر,95000000000,180.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87%DB%B1%DB%B8%DB%B0%D9%85%D8%AA%D8%B1-%D8%A8%DB%8C-%D9%86%D8%B8%DB%8C%D8%B1/gaTF5mFO?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaTF5mFO_N,,,
آجودانیه ۱۷۵متر /فول مشاعات/۱۵مترتراس قابل چیدمان,95000000000,175.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B7%DB%B5%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DB%B1%DB%B5%D9%85%D8%AA%D8%B1%D8%AA%D8%B1%D8%A7%D8%B3-%D9%82%D8%A7%D8%A8%D9%84-%DA%86%DB%8C%D8%AF%D9%85%D8%A7%D9%86/gaTpSrCD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaTpSrCD_N,,,
آجودانیه برج باغ۲۵۰متر/ نوساز ( تـوضـیـحات مهـم ),140000000000,250.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D8%A8%D8%B1%D8%AC-%D8%A8%D8%A7%D8%BA%DB%B2%DB%B5%DB%B0%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%AA%D9%80%D9%88%D8%B6%D9%80%DB%8C%D9%80%D8%AD%D8%A7%D8%AA-%D9%85%D9%87%D9%80%D9%85/gaTZm37A?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaTZm37A_N,,,
اجودانیه ۱۷۴متر فول مشاعات با ویو ابدی۷۶میلیارد,76000000000,174.0,آجودانیه,https://divar.ir/v/%D8%A7%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B7%DB%B4%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A8%D8%A7-%D9%88%DB%8C%D9%88-%D8%A7%D8%A8%D8%AF%DB%8C%DB%B7%DB%B6%D9%85%DB%8C%D9%84%DB%8C%D8%A7%D8%B1%D8%AF/gaTllP4z?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaTllP4z_N,,,
۳۵۰ متر فول مشاعات آجودانیه,210000000000,350.0,آجودانیه,https://divar.ir/v/%DB%B3%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaqQGvHj?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaqQGvHj_N,,,
130متر دوخوابه آجودانیه فول مشاعات فعال مشاعات,57600000000,130.0,آجودانیه,https://divar.ir/v/130%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D9%81%D8%B9%D8%A7%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA/gaS9C-x_?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaS9C-x__N,,,
۲۲۵متر/آجودانیه/ویو بهشت,131000000000,225.0,آجودانیه,https://divar.ir/v/%DB%B2%DB%B2%DB%B5%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%D9%88%DB%8C%D9%88-%D8%A8%D9%87%D8%B4%D8%AA/gaSVwFvF?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaSVwFvF_N,,,
آپارتمان ۱۹۰ متری تک واحدی فول مشاعات آجودانیه,148000000000,190.0,آجودانیه,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaS5Rwnp?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaS5Rwnp_N,,,
۹۰ متر فول مشاعات،آجودانیه,54000000000,90.0,آجودانیه,https://divar.ir/v/%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87/gaRJfCYM?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaRJfCYM_N,,,
آجودانیه ۱۶۳ متر / مشاعات فول / 2P+ لوکیشن ممتاز +,72000000000,163.0,آجودانیه,https://divar.ir/v/%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-%DB%B1%DB%B6%DB%B3-%D9%85%D8%AA%D8%B1-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D9%81%D9%88%D9%84-2p-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%D9%85%D9%85%D8%AA%D8%A7%D8%B2/gaR5_-Ry?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaR5_-Ry_N,,,
۲۵۵متر آجودانیه FULL MODERN تک واحدی ۲۵ متر تراس,200000000000,255.0,آجودانیه,https://divar.ir/v/%DB%B2%DB%B5%DB%B5%D9%85%D8%AA%D8%B1-%D8%A2%D8%AC%D9%88%D8%AF%D8%A7%D9%86%DB%8C%D9%87-full-modern-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B2%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AA%D8%B1%D8%A7%D8%B3/gaRVOIn1?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaRVOIn1_N,,,
پنت‌فاخر‌منطقه،۴۵۰متر،دیدباغ،۱۰پاکینگ،هتلینگ,295000000000,450.0,فرمانیه,https://divar.ir/v/%D9%BE%D9%86%D8%AA-%D9%81%D8%A7%D8%AE%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D9%87-%DB%B4%DB%B5%DB%B0%D9%85%D8%AA%D8%B1-%D8%AF%DB%8C%D8%AF%D8%A8%D8%A7%D8%BA-%DB%B1%DB%B0%D9%BE%D8%A7%DA%A9%DB%8C%D9%86%DA%AF-%D9%87%D8%AA%D9%84%DB%8C%D9%86%DA%AF/ga3ZgdHg?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga3ZgdHg_N,۷ از ۸,۱۴۰۴,۴
۱۵۰ متر اقدسیه سپند ۳ خواب تکواحدی + تراس و ویو,58000000000,150.0,کاشانک,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%D8%B3%D9%BE%D9%86%D8%AF-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AA%D8%B1%D8%A7%D8%B3-%D9%88-%D9%88%DB%8C%D9%88/gaYV90WK?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaYV90WK_N,۲ از ۶,۱۴۰۴,۳
اکازیون اقدسیه ۹۰ متر بهترین خرید,32900000000,90.0,اقدسیه,https://divar.ir/v/%D8%A7%DA%A9%D8%A7%D8%B2%DB%8C%D9%88%D9%86-%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%A8%D9%87%D8%AA%D8%B1%DB%8C%D9%86-%D8%AE%D8%B1%DB%8C%D8%AF/gahF8dYk?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gahF8dYk_N,۳,۱۳۹۰,۲
۵طبقه آپارتمان ۱۳۰متری کلید نخورده یکجا فروشی,310000000000,130.0,اقدسیه,https://divar.ir/v/%DB%B5%D8%B7%D8%A8%D9%82%D9%87-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B1%DB%B3%DB%B0%D9%85%D8%AA%D8%B1%DB%8C-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%DB%8C%DA%A9%D8%AC%D8%A7-%D9%81%D8%B1%D9%88%D8%B4%DB%8C/gaytPFe3?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaytPFe3_N,۵ از ۵,۱۴۰۵,۳
160 متر فرمانیه، زیر قیمت,58000000000,160.0,فرمانیه,https://divar.ir/v/160-%D9%85%D8%AA%D8%B1-%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%B2%DB%8C%D8%B1-%D9%82%DB%8C%D9%85%D8%AA/gafFUk0H?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gafFUk0H_N,۴,۱۳۸۸,۳
اقدسیه سپند ۱۴۰ متر ۲ خوابه سوپر لوکس,122000000000,140.0,اقدسیه,https://divar.ir/v/%D8%A7%D9%82%D8%AF%D8%B3%DB%8C%D9%87-%D8%B3%D9%BE%D9%86%D8%AF-%DB%B1%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B3%D9%88%D9%BE%D8%B1-%D9%84%D9%88%DA%A9%D8%B3/ga29PFiN?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_ga29PFiN_N,۳,۱۴۰۰,۲
فرمانیه سنبل ۲۳۰متر / تکواحدی,108000000000,230.0,فرمانیه,https://divar.ir/v/%D9%81%D8%B1%D9%85%D8%A7%D9%86%DB%8C%D9%87-%D8%B3%D9%86%D8%A8%D9%84-%DB%B2%DB%B3%DB%B0%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/gaudFKCD?tracker_session_id=5fc64907-e812-4e23-b022-a8d836b6a0f9_gaudFKCD_N,۵,۱۳۸۵,۳
۱۴۵متر ۳خواب فول امکانات+۲تا تراس,53000000000,145.0,آرارات,https://divar.ir/v/%DB%B1%DB%B4%DB%B5%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%DB%B2%D8%AA%D8%A7-%D8%AA%D8%B1%D8%A7%D8%B3/gatddu2z?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gatddu2z_N,۳,۱۳۸۳,۳
۲۰۱ م آپارتمان تک واحدی شیک و کم سن شهرک سئول,110000000000,201.0,آرارات,https://divar.ir/v/%DB%B2%DB%B0%DB%B1-%D9%85-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B4%DB%8C%DA%A9-%D9%88-%DA%A9%D9%85-%D8%B3%D9%86-%D8%B4%D9%87%D8%B1%DA%A9-%D8%B3%D8%A6%D9%88%D9%84/gan9VYYz?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gan9VYYz_N,۳ از ۵,۱۴۰۱,۳
آپارتمان۲۰۰ متربُرج برند شهرک سئول,110000000000,200.0,آرارات,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1%D8%A8%D9%8F%D8%B1%D8%AC-%D8%A8%D8%B1%D9%86%D8%AF-%D8%B4%D9%87%D8%B1%DA%A9-%D8%B3%D8%A6%D9%88%D9%84/galZsw9e?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_galZsw9e_N,۶ از ۹,۱۴۰۲,۳
120متری/بازسازی شده/مسکونی فجر,35000000000,120.0,آرارات,https://divar.ir/v/120%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%85%D8%B3%DA%A9%D9%88%D9%86%DB%8C-%D9%81%D8%AC%D8%B1/gacRHUa_?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gacRHUa__N,همکف از ۴,۱۳۷۵,۲
شیخ‌بهائی۸۸متر نوساز,43000000000,88.0,آرارات,https://divar.ir/v/%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%D8%A6%DB%8C%DB%B8%DB%B8%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2/gaWREH_6?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaWREH_6_N,۳,۱۴۰۵,۲
آپارتمان ۵۹ متر سند مسکونی ، موقعیت اداری,17500000000,59.0,ونک,https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B9-%D9%85%D8%AA%D8%B1-%D8%B3%D9%86%D8%AF-%D9%85%D8%B3%DA%A9%D9%88%D9%86%DB%8C-%D9%85%D9%88%D9%82%D8%B9%DB%8C%D8%AA-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C/gaR1esek?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaR1esek_N,۲,۱۳۷۱,۲
۷۸ متر / ۲ خواب / فول بازسازی / نورگیر مناسب,19800000000,78.0,ونک,https://divar.ir/v/%DB%B7%DB%B8-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8/ga2FPK7c?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga2FPK7c_N,۱,۱۳۸۴,۲
۲۰۰ متر *شیخ بهایی شمالی* ۳خواب ( سالن یک تیکه ),70000000000,200.0,ونک,https://divar.ir/v/%DB%B2%DB%B0%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D8%A7%D9%84%D9%86-%DB%8C%DA%A9-%D8%AA%DB%8C%DA%A9%D9%87/gabJI5Pq?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gabJI5Pq_N,۴ از ۵,۱۳۸۵,۳
۱۳۰ متر ( شیخ بهایی فرعی تاپ ) دو خواب (سه ساله),54000000000,130.0,ونک,https://divar.ir/v/%DB%B1%DB%B3%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D9%81%D8%B1%D8%B9%DB%8C-%D8%AA%D8%A7%D9%BE-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B3%D9%87-%D8%B3%D8%A7%D9%84%D9%87/gar50iG5?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gar50iG5_N,۴,۱۴۰۴,۲
۲۴۰ متر ۳ خواب (( مشاعات تکمیل )) ۱۲۰ متر تراس,93000000000,240.0,ونک,https://divar.ir/v/%DB%B2%DB%B4%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%AA%DA%A9%D9%85%DB%8C%D9%84-%DB%B1%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AA%D8%B1%D8%A7%D8%B3/gavBmLTt?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gavBmLTt_N,۹,۱۳۹۴,۳
۱۵۰ متر شیخ بهایی شمالی + ۸۰ متر قدرالسهم,38000000000,150.0,ونک,https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%D8%AE-%D8%A8%D9%87%D8%A7%DB%8C%DB%8C-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%DB%B8%DB%B0-%D9%85%D8%AA%D8%B1-%D9%82%D8%AF%D8%B1%D8%A7%D9%84%D8%B3%D9%87%D9%85/ga299qZw?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga299qZw_N,۳,۱۳۸۶,۳
173متر 3خواب ونک شیراز,64000000000,173.0,ونک,https://divar.ir/v/173%D9%85%D8%AA%D8%B1-3%D8%AE%D9%88%D8%A7%D8%A8-%D9%88%D9%86%DA%A9-%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2/gaN4GskR?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaN4GskR_N,۵,۱۳۸۸,۳
254متر قابل توجه برج نشینان خاص پسند,107000000000,254.0,ونک,https://divar.ir/v/254%D9%85%D8%AA%D8%B1-%D9%82%D8%A7%D8%A8%D9%84-%D8%AA%D9%88%D8%AC%D9%87-%D8%A8%D8%B1%D8%AC-%D9%86%D8%B4%DB%8C%D9%86%D8%A7%D9%86-%D8%AE%D8%A7%D8%B5-%D9%BE%D8%B3%D9%86%D8%AF/gakN5SFm?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gakN5SFm_N,۱۹,۱۳۷۱,۳
گاندی 120 متر 2 خواب قابل تهاتر / 2 پارکینگ سندی,48000000000,120.0,ونک,https://divar.ir/v/%DA%AF%D8%A7%D9%86%D8%AF%DB%8C-120-%D9%85%D8%AA%D8%B1-2-%D8%AE%D9%88%D8%A7%D8%A8-%D9%82%D8%A7%D8%A8%D9%84-%D8%AA%D9%87%D8%A7%D8%AA%D8%B1-2-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C/ga2teQG7?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_ga2teQG7_N,۳ از ۴,۱۴۰۰,۲
شیراز شمالی خدامی ۲۰۵ متر ۳ خوابه فول امکانات,80000000000,205.0,ونک,https://divar.ir/v/%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%AE%D8%AF%D8%A7%D9%85%DB%8C-%DB%B2%DB%B0%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA/gaWVQz0t?tracker_session_id=081ac4d5-00e6-447d-95d2-e634bbf91777_gaWVQz0t_N,۳,۱۳۹۰,۳
